user_id,signup_month,acquisition_channel,onboarding_path,device,account_segment,signed_up,email_verified,profile_completed,listing_connected,first_report_published,converted_to_paid,retained_day_30,retained_day_90,teammate_invited,days_to_activation,mrr_usd
U100018,2026-07,Email / Lifecycle,Self-serve,Desktop,Multi-location,1,1,1,0,0,0,0,0,0,,0.0
U100019,2026-05,Meta Ads,Self-serve,Desktop,Single location,1,1,1,0,0,0,0,0,0,,0.0
U100020,2026-06,Meta Ads,Guided setup,Desktop,Single location,1,0,0,0,0,0,0,0,0,,0.0
U100021,2026-04,Meta Ads,Guided setup,Desktop,Multi-location,1,1,0,0,0,0,0,0,0,,0.0
U100022,2026-03,Email / Lifecycle,Self-serve,Mobile,Single location,1,1,1,0,0,0,0,0,1,,0.0
U100023,2026-02,SEO / Organic,Guided setup,Desktop,Single location,1,1,1,1,1,0,0,0,1,1.2,0.0
U100024,2026-02,Google Search Ads,Guided setup,Mobile,Single location,1,1,1,0,0,0,0,0,1,,0.0
U100025,2026-04,Email / Lifecycle,Self-serve,Mobile,Agency,1,1,0,0,0,0,0,0,0,,0.0
U100026,2026-07,Email / Lifecycle,Self-serve,Desktop,Agency,1,1,1,0,0,0,0,0,0,,0.0
U100027,2026-03,Meta Ads,Self-serve,Desktop,Agency,1,1,1,0,0,0,0,0,0,,0.0
U100028,2026-04,Email / Lifecycle,Self-serve,Mobile,Single location,1,0,0,0,0,0,0,0,0,,0.0
U100029,2026-07,SEO / Organic,Self-serve,Mobile,Single location,1,1,0,0,0,0,0,0,0,,0.0
U100030,2026-02,SEO / Organic,Self-serve,Desktop,Multi-location,1,1,1,1,1,0,0,0,1,4.1,0.0
U100031,2026-06,Meta Ads,Self-serve,Mobile,Multi-location,1,0,0,0,0,0,0,0,0,,0.0
U100032,2026-07,Meta Ads,Self-serve,Desktop,Multi-location,1,1,0,0,0,0,0,0,0,,0.0
U100033,2026-04,Google Search Ads,Self-serve,Desktop,Single location,1,1,1,0,0,0,0,0,1,,0.0
U100034,2026-07,Meta Ads,Self-serve,Desktop,Single location,1,0,0,0,0,0,0,0,0,,0.0
U100035,2026-06,Partner / Agency,Guided setup,Mobile,Single location,1,1,1,0,0,0,0,0,0,,0.0
U100036,2026-04,Meta Ads,Self-serve,Desktop,Single location,1,0,0,0,0,0,0,0,0,,0.0
U100037,2026-07,Partner / Agency,Self-serve,Desktop,Multi-location,1,1,1,0,0,0,0,0,0,,0.0
U100038,2026-05,Google Search Ads,Self-serve,Desktop,Single location,1,1,0,0,0,0,0,0,0,,0.0
U100039,2026-07,Partner / Agency,Self-serve,Desktop,Agency,1,1,1,1,0,0,0,0,0,,0.0
U100040,2026-03,SEO / Organic,Guided setup,Desktop,Single location,1,1,1,1,1,0,0,0,0,8.0,0.0
U100041,2026-04,SEO / Organic,Self-serve,Desktop,Single location,1,1,1,1,0,0,0,0,0,,0.0
U100042,2026-06,LinkedIn Ads,Guided setup,Desktop,Single location,1,1,1,1,1,0,0,0,0,4.5,0.0
U100043,2026-05,Partner / Agency,Guided setup,Mobile,Single location,1,1,1,0,0,0,0,0,0,,0.0
U100044,2026-03,Meta Ads,Self-serve,Desktop,Single location,1,0,0,0,0,0,0,0,0,,0.0
U100045,2026-06,SEO / Organic,Self-serve,Desktop,Multi-location,1,1,1,0,0,0,0,0,0,,0.0
U100046,2026-04,Partner / Agency,Self-serve,Desktop,Single location,1,1,1,0,0,0,0,0,0,,0.0
U100047,2026-04,Email / Lifecycle,Self-serve,Mobile,Multi-location,1,1,1,0,0,0,0,0,0,,0.0
U100048,2026-04,Email / Lifecycle,Self-serve,Mobile,Single location,1,1,0,0,0,0,0,0,0,,0.0
U100049,2026-02,Meta Ads,Self-serve,Desktop,Single location,1,0,0,0,0,0,0,0,0,,0.0
U100050,2026-04,Meta Ads,Self-serve,Desktop,Single location,1,1,0,0,0,0,0,0,0,,0.0
U100051,2026-07,Email / Lifecycle,Self-serve,Mobile,Multi-location,1,1,0,0,0,0,0,0,0,,0.0
U100052,2026-04,Google Search Ads,Self-serve,Desktop,Single location,1,1,1,1,1,1,1,1,0,3.9,147.06
U100053,2026-04,Meta Ads,Guided setup,Desktop,Single location,1,1,1,0,0,0,0,0,0,,0.0
U100054,2026-06,Google Search Ads,Self-serve,Mobile,Multi-location,1,0,0,0,0,0,0,0,0,,0.0
U100055,2026-02,SEO / Organic,Guided setup,Mobile,Single location,1,1,1,0,0,0,0,0,1,,0.0
U100056,2026-07,Meta Ads,Self-serve,Desktop,Agency,1,0,0,0,0,0,0,0,0,,0.0
U100057,2026-04,LinkedIn Ads,Self-serve,Mobile,Single location,1,1,0,0,0,0,0,0,0,,0.0
U100058,2026-02,Meta Ads,Self-serve,Desktop,Single location,1,0,0,0,0,0,0,0,0,,0.0
U100059,2026-04,Google Search Ads,Self-serve,Desktop,Agency,1,1,1,0,0,0,0,0,1,,0.0
U100060,2026-04,SEO / Organic,Self-serve,Desktop,Agency,1,1,1,1,0,0,0,0,0,,0.0
U100061,2026-05,Meta Ads,Guided setup,Desktop,Single location,1,1,1,0,0,0,0,0,0,,0.0
U100062,2026-03,Partner / Agency,Self-serve,Mobile,Multi-location,1,1,1,1,1,0,0,0,1,5.4,0.0
U100063,2026-02,Email / Lifecycle,Self-serve,Desktop,Multi-location,1,1,1,1,1,0,0,0,0,7.2,0.0
U100064,2026-04,LinkedIn Ads,Self-serve,Desktop,Single location,1,1,1,1,1,0,0,0,0,10.3,0.0
U100065,2026-04,SEO / Organic,Guided setup,Desktop,Multi-location,1,1,1,0,0,0,0,0,0,,0.0
U100066,2026-03,Email / Lifecycle,Self-serve,Mobile,Single location,1,1,1,0,0,0,0,0,1,,0.0
U100067,2026-07,Partner / Agency,Self-serve,Desktop,Agency,1,1,1,1,1,0,0,0,1,3.2,0.0
U100068,2026-06,Google Search Ads,Self-serve,Desktop,Single location,1,1,0,0,0,0,0,0,0,,0.0
U100069,2026-05,Google Search Ads,Self-serve,Desktop,Multi-location,1,0,0,0,0,0,0,0,0,,0.0
U100070,2026-03,Email / Lifecycle,Guided setup,Mobile,Single location,1,1,1,0,0,0,0,0,1,,0.0
U100071,2026-02,SEO / Organic,Self-serve,Desktop,Single location,1,1,1,1,1,0,0,0,0,5.2,0.0
U100072,2026-03,SEO / Organic,Guided setup,Mobile,Multi-location,1,1,1,1,1,1,1,1,1,9.3,164.92
U100073,2026-02,Google Search Ads,Self-serve,Desktop,Multi-location,1,1,0,0,0,0,0,0,0,,0.0
U100074,2026-06,Partner / Agency,Self-serve,Desktop,Multi-location,1,1,1,0,0,0,0,0,1,,0.0
U100075,2026-05,Partner / Agency,Self-serve,Desktop,Single location,1,1,1,1,1,0,0,0,0,6.2,0.0
U100076,2026-07,SEO / Organic,Self-serve,Desktop,Single location,1,1,1,1,1,0,0,0,1,9.8,0.0
U100077,2026-06,Meta Ads,Self-serve,Mobile,Single location,1,0,0,0,0,0,0,0,0,,0.0
U100078,2026-04,Google Search Ads,Self-serve,Mobile,Agency,1,1,1,0,0,0,0,0,0,,0.0
U100079,2026-06,Google Search Ads,Self-serve,Mobile,Multi-location,1,1,1,0,0,0,0,0,0,,0.0
U100080,2026-07,Email / Lifecycle,Self-serve,Desktop,Single location,1,1,0,0,0,0,0,0,0,,0.0
U100081,2026-07,Email / Lifecycle,Self-serve,Desktop,Single location,1,1,1,1,1,0,0,0,1,6.4,0.0
U100082,2026-03,SEO / Organic,Self-serve,Desktop,Multi-location,1,1,1,1,0,0,0,0,0,,0.0
U100083,2026-02,Partner / Agency,Self-serve,Desktop,Single location,1,1,1,1,1,0,0,0,0,4.3,0.0
U100084,2026-07,Partner / Agency,Guided setup,Desktop,Multi-location,1,1,1,0,0,0,0,0,0,,0.0
U100085,2026-04,Meta Ads,Self-serve,Desktop,Multi-location,1,1,0,0,0,0,0,0,0,,0.0
U100086,2026-07,SEO / Organic,Self-serve,Desktop,Single location,1,1,1,0,0,0,0,0,0,,0.0
U100087,2026-03,LinkedIn Ads,Self-serve,Desktop,Multi-location,1,1,1,0,0,0,0,0,1,,0.0
U100088,2026-07,SEO / Organic,Guided setup,Mobile,Single location,1,1,1,0,0,0,0,0,0,,0.0
U100089,2026-03,SEO / Organic,Guided setup,Mobile,Single location,1,1,1,0,0,0,0,0,0,,0.0
U100090,2026-07,Partner / Agency,Self-serve,Desktop,Single location,1,1,1,0,0,0,0,0,1,,0.0
U100091,2026-03,SEO / Organic,Self-serve,Desktop,Multi-location,1,1,1,1,0,0,0,0,0,,0.0
U100092,2026-07,LinkedIn Ads,Guided setup,Mobile,Agency,1,1,1,0,0,0,0,0,0,,0.0
U100093,2026-03,Google Search Ads,Self-serve,Mobile,Multi-location,1,1,1,0,0,0,0,0,0,,0.0
U100094,2026-02,LinkedIn Ads,Guided setup,Desktop,Single location,1,1,1,1,1,0,0,0,1,2.5,0.0
U100095,2026-02,SEO / Organic,Self-serve,Desktop,Multi-location,1,1,1,1,0,0,0,0,0,,0.0
U100096,2026-05,SEO / Organic,Self-serve,Desktop,Single location,1,1,1,1,1,0,0,0,0,11.9,0.0
U100097,2026-07,Email / Lifecycle,Self-serve,Desktop,Single location,1,1,0,0,0,0,0,0,0,,0.0
U100098,2026-07,SEO / Organic,Self-serve,Mobile,Single location,1,1,1,0,0,0,0,0,0,,0.0
U100099,2026-03,Email / Lifecycle,Self-serve,Desktop,Agency,1,1,1,0,0,0,0,0,0,,0.0
U100100,2026-04,Google Search Ads,Self-serve,Mobile,Single location,1,0,0,0,0,0,0,0,0,,0.0
U100101,2026-02,Meta Ads,Self-serve,Desktop,Agency,1,1,1,0,0,0,0,0,0,,0.0
U100102,2026-04,Partner / Agency,Guided setup,Mobile,Single location,1,1,1,0,0,0,0,0,0,,0.0
U100103,2026-06,SEO / Organic,Self-serve,Mobile,Agency,1,0,0,0,0,0,0,0,0,,0.0
U100104,2026-03,Meta Ads,Self-serve,Desktop,Agency,1,1,1,1,1,0,0,0,1,6.3,0.0
U100105,2026-03,SEO / Organic,Guided setup,Desktop,Agency,1,1,1,1,1,0,0,0,1,1.5,0.0
U100106,2026-04,Partner / Agency,Self-serve,Desktop,Agency,1,1,1,1,1,0,0,0,1,4.5,0.0
U100107,2026-05,Google Search Ads,Self-serve,Desktop,Multi-location,1,1,1,1,1,0,0,0,1,9.8,0.0
U100108,2026-06,Partner / Agency,Self-serve,Mobile,Single location,1,1,1,0,0,0,0,0,0,,0.0
U100109,2026-03,Google Search Ads,Self-serve,Desktop,Single location,1,1,1,0,0,0,0,0,0,,0.0
U100110,2026-06,Partner / Agency,Self-serve,Desktop,Agency,1,1,1,1,0,0,0,0,0,,0.0
U100111,2026-04,Email / Lifecycle,Self-serve,Desktop,Agency,1,1,0,0,0,0,0,0,0,,0.0
U100112,2026-04,Meta Ads,Guided setup,Desktop,Single location,1,1,1,0,0,0,0,0,0,,0.0
U100113,2026-07,Partner / Agency,Self-serve,Desktop,Single location,1,1,1,1,1,0,0,0,0,6.6,0.0
U100114,2026-03,Email / Lifecycle,Self-serve,Desktop,Single location,1,1,0,0,0,0,0,0,0,,0.0
U100115,2026-05,Google Search Ads,Self-serve,Mobile,Single location,1,1,1,1,0,0,0,0,0,,0.0
U100116,2026-04,LinkedIn Ads,Self-serve,Mobile,Multi-location,1,1,1,1,1,0,0,0,1,7.9,0.0
U100117,2026-03,Partner / Agency,Self-serve,Desktop,Agency,1,1,1,1,0,0,0,0,0,,0.0
U100118,2026-06,Partner / Agency,Self-serve,Desktop,Single location,1,1,1,1,1,0,0,0,0,4.1,0.0
U100119,2026-06,Google Search Ads,Self-serve,Desktop,Single location,1,1,0,0,0,0,0,0,0,,0.0
U100120,2026-07,Email / Lifecycle,Self-serve,Mobile,Agency,1,1,1,0,0,0,0,0,0,,0.0
U100121,2026-04,Partner / Agency,Guided setup,Mobile,Single location,1,1,1,1,1,1,1,1,1,5.8,121.18
U100122,2026-06,SEO / Organic,Guided setup,Mobile,Agency,1,1,1,1,1,0,0,0,1,1.7,0.0
U100123,2026-04,Meta Ads,Guided setup,Desktop,Single location,1,0,0,0,0,0,0,0,0,,0.0
U100124,2026-04,Meta Ads,Guided setup,Desktop,Single location,1,1,0,0,0,0,0,0,0,,0.0
U100125,2026-03,SEO / Organic,Self-serve,Mobile,Agency,1,1,1,1,0,0,0,0,0,,0.0
U100126,2026-05,Email / Lifecycle,Self-serve,Mobile,Multi-location,1,1,1,1,0,0,0,0,0,,0.0
U100127,2026-05,Meta Ads,Self-serve,Desktop,Single location,1,0,0,0,0,0,0,0,0,,0.0
U100128,2026-02,Google Search Ads,Self-serve,Mobile,Agency,1,1,1,1,1,0,0,0,1,3.8,0.0
U100129,2026-02,SEO / Organic,Self-serve,Desktop,Single location,1,1,0,0,0,0,0,0,0,,0.0
U100130,2026-04,Google Search Ads,Guided setup,Desktop,Single location,1,1,1,0,0,0,0,0,0,,0.0
U100131,2026-03,SEO / Organic,Self-serve,Desktop,Single location,1,1,1,1,1,0,0,0,1,5.8,0.0
U100132,2026-07,SEO / Organic,Self-serve,Desktop,Multi-location,1,1,1,1,0,0,0,0,0,,0.0
U100133,2026-07,Email / Lifecycle,Self-serve,Mobile,Single location,1,1,1,0,0,0,0,0,0,,0.0
U100134,2026-03,Partner / Agency,Guided setup,Desktop,Single location,1,1,1,1,1,1,1,1,0,2.6,120.5
U100135,2026-03,Google Search Ads,Self-serve,Desktop,Single location,1,1,1,0,0,0,0,0,0,,0.0
U100136,2026-04,Meta Ads,Self-serve,Desktop,Agency,1,1,1,1,0,0,0,0,1,,0.0
U100137,2026-02,Meta Ads,Self-serve,Mobile,Multi-location,1,0,0,0,0,0,0,0,0,,0.0
U100138,2026-07,Meta Ads,Self-serve,Desktop,Multi-location,1,1,1,0,0,0,0,0,0,,0.0
U100139,2026-06,SEO / Organic,Self-serve,Mobile,Agency,1,1,1,1,1,1,0,0,1,6.8,139.18
U100140,2026-02,LinkedIn Ads,Self-serve,Desktop,Single location,1,1,1,1,1,0,0,0,0,17.1,0.0
U100141,2026-02,Google Search Ads,Self-serve,Desktop,Multi-location,1,1,1,1,1,0,0,0,1,6.0,0.0
U100142,2026-07,Meta Ads,Guided setup,Mobile,Multi-location,1,1,1,0,0,0,0,0,0,,0.0
U100143,2026-04,SEO / Organic,Self-serve,Desktop,Single location,1,1,1,1,1,0,0,0,1,3.1,0.0
U100144,2026-02,Email / Lifecycle,Guided setup,Desktop,Agency,1,0,0,0,0,0,0,0,0,,0.0
U100145,2026-04,Meta Ads,Self-serve,Desktop,Single location,1,1,1,1,0,0,0,0,0,,0.0
U100146,2026-07,Google Search Ads,Self-serve,Desktop,Multi-location,1,1,1,0,0,0,0,0,0,,0.0
U100147,2026-06,SEO / Organic,Self-serve,Desktop,Single location,1,1,1,1,1,0,0,0,1,2.7,0.0
U100148,2026-05,Partner / Agency,Self-serve,Desktop,Single location,1,1,1,1,1,0,0,0,0,4.9,0.0
U100149,2026-06,Partner / Agency,Self-serve,Desktop,Agency,1,1,1,0,0,0,0,0,0,,0.0
U100150,2026-05,Partner / Agency,Self-serve,Mobile,Single location,1,1,1,1,1,0,0,0,1,16.8,0.0
U100151,2026-06,Google Search Ads,Self-serve,Desktop,Multi-location,1,1,0,0,0,0,0,0,0,,0.0
U100152,2026-05,Email / Lifecycle,Self-serve,Mobile,Single location,1,1,1,0,0,0,0,0,1,,0.0
U100153,2026-07,SEO / Organic,Self-serve,Mobile,Multi-location,1,1,1,1,1,0,0,0,1,4.1,0.0
U100154,2026-05,SEO / Organic,Self-serve,Desktop,Single location,1,1,1,0,0,0,0,0,1,,0.0
U100155,2026-06,SEO / Organic,Self-serve,Mobile,Single location,1,1,1,0,0,0,0,0,0,,0.0
U100156,2026-06,Email / Lifecycle,Guided setup,Mobile,Single location,1,1,1,1,1,0,0,0,1,4.0,0.0
U100157,2026-02,SEO / Organic,Self-serve,Desktop,Single location,1,1,1,0,0,0,0,0,0,,0.0
U100158,2026-03,LinkedIn Ads,Guided setup,Desktop,Single location,1,1,1,1,1,0,0,0,0,1.6,0.0
U100159,2026-04,Google Search Ads,Self-serve,Desktop,Agency,1,1,1,0,0,0,0,0,0,,0.0
U100160,2026-07,SEO / Organic,Self-serve,Mobile,Agency,1,1,1,0,0,0,0,0,0,,0.0
U100161,2026-07,Meta Ads,Self-serve,Desktop,Single location,1,1,0,0,0,0,0,0,0,,0.0
U100162,2026-04,Meta Ads,Self-serve,Desktop,Agency,1,1,1,0,0,0,0,0,1,,0.0
U100163,2026-07,LinkedIn Ads,Self-serve,Desktop,Single location,1,0,0,0,0,0,0,0,0,,0.0
U100164,2026-04,Email / Lifecycle,Self-serve,Desktop,Single location,1,1,1,0,0,0,0,0,0,,0.0
U100165,2026-04,Partner / Agency,Self-serve,Desktop,Multi-location,1,1,0,0,0,0,0,0,0,,0.0
U100166,2026-07,LinkedIn Ads,Self-serve,Desktop,Agency,1,1,1,0,0,0,0,0,0,,0.0
U100167,2026-06,LinkedIn Ads,Self-serve,Mobile,Single location,1,1,1,1,0,0,0,0,0,,0.0
U100168,2026-03,Google Search Ads,Self-serve,Mobile,Single location,1,0,0,0,0,0,0,0,0,,0.0
U100169,2026-05,LinkedIn Ads,Guided setup,Mobile,Agency,1,1,1,1,1,1,1,1,1,5.3,171.5
U100170,2026-05,Partner / Agency,Self-serve,Mobile,Agency,1,1,1,0,0,0,0,0,1,,0.0
U100171,2026-02,LinkedIn Ads,Self-serve,Desktop,Single location,1,1,0,0,0,0,0,0,0,,0.0
U100172,2026-06,LinkedIn Ads,Self-serve,Mobile,Single location,1,1,1,0,0,0,0,0,1,,0.0
U100173,2026-04,Email / Lifecycle,Guided setup,Mobile,Agency,1,1,1,1,1,1,1,1,1,5.7,169.86
U100174,2026-04,LinkedIn Ads,Guided setup,Desktop,Multi-location,1,1,1,1,1,0,0,0,1,6.3,0.0
U100175,2026-07,Email / Lifecycle,Self-serve,Desktop,Multi-location,1,1,1,0,0,0,0,0,0,,0.0
U100176,2026-02,Email / Lifecycle,Self-serve,Mobile,Multi-location,1,1,1,0,0,0,0,0,0,,0.0
U100177,2026-03,SEO / Organic,Guided setup,Desktop,Single location,1,1,1,0,0,0,0,0,0,,0.0
U100178,2026-02,Email / Lifecycle,Self-serve,Desktop,Single location,1,1,1,1,1,0,0,0,1,8.1,0.0
U100179,2026-02,SEO / Organic,Self-serve,Desktop,Single location,1,0,0,0,0,0,0,0,0,,0.0
U100180,2026-06,LinkedIn Ads,Self-serve,Mobile,Multi-location,1,1,1,0,0,0,0,0,0,,0.0
U100181,2026-06,Email / Lifecycle,Self-serve,Desktop,Single location,1,1,1,1,1,1,1,1,0,6.7,116.44
U100182,2026-02,Partner / Agency,Self-serve,Desktop,Multi-location,1,1,1,0,0,1,1,1,1,,120.63
U100183,2026-04,LinkedIn Ads,Guided setup,Desktop,Single location,1,1,1,1,1,0,0,0,1,4.6,0.0
U100184,2026-06,Google Search Ads,Self-serve,Desktop,Single location,1,1,1,1,1,0,0,0,0,4.6,0.0
U100185,2026-07,Email / Lifecycle,Self-serve,Mobile,Single location,1,1,1,1,1,0,0,0,1,4.5,0.0
U100186,2026-04,Google Search Ads,Self-serve,Mobile,Single location,1,0,0,0,0,0,0,0,0,,0.0
U100187,2026-05,Partner / Agency,Self-serve,Mobile,Multi-location,1,1,1,0,0,0,0,0,0,,0.0
U100188,2026-03,Partner / Agency,Self-serve,Desktop,Multi-location,1,1,1,0,0,1,1,1,1,,152.22
U100189,2026-02,Partner / Agency,Self-serve,Desktop,Multi-location,1,1,0,0,0,0,0,0,0,,0.0
U100190,2026-03,Meta Ads,Guided setup,Desktop,Single location,1,1,1,1,1,0,0,0,1,3.0,0.0
U100191,2026-06,LinkedIn Ads,Self-serve,Mobile,Multi-location,1,0,0,0,0,0,0,0,0,,0.0
U100192,2026-02,Email / Lifecycle,Self-serve,Desktop,Single location,1,1,1,0,0,0,0,0,0,,0.0
U100193,2026-07,Partner / Agency,Self-serve,Desktop,Single location,1,1,1,1,1,0,0,0,0,8.4,0.0
U100194,2026-05,Partner / Agency,Self-serve,Desktop,Single location,1,1,1,0,0,0,0,0,0,,0.0
U100195,2026-05,Google Search Ads,Self-serve,Mobile,Agency,1,1,1,1,1,0,0,0,0,5.2,0.0
U100196,2026-04,Google Search Ads,Self-serve,Desktop,Single location,1,1,1,1,1,1,0,0,1,2.8,166.68
U100197,2026-07,Google Search Ads,Self-serve,Mobile,Multi-location,1,1,1,0,0,0,0,0,0,,0.0
U100198,2026-03,Partner / Agency,Guided setup,Mobile,Multi-location,1,1,1,1,1,0,0,0,1,2.1,0.0
U100199,2026-06,Google Search Ads,Guided setup,Mobile,Multi-location,1,1,0,0,0,0,0,0,0,,0.0
U100200,2026-04,Google Search Ads,Self-serve,Desktop,Single location,1,1,1,0,0,0,0,0,0,,0.0
U100201,2026-06,Google Search Ads,Self-serve,Desktop,Single location,1,1,0,0,0,0,0,0,0,,0.0
U100202,2026-06,Partner / Agency,Self-serve,Mobile,Single location,1,1,0,0,0,0,0,0,0,,0.0
U100203,2026-04,SEO / Organic,Self-serve,Desktop,Agency,1,1,1,0,0,0,0,0,0,,0.0
U100204,2026-04,Email / Lifecycle,Self-serve,Desktop,Single location,1,1,1,1,1,0,0,0,1,4.2,0.0
U100205,2026-05,Partner / Agency,Self-serve,Desktop,Multi-location,1,1,1,0,0,0,0,0,0,,0.0
U100206,2026-05,Google Search Ads,Self-serve,Mobile,Agency,1,0,0,0,0,0,0,0,0,,0.0
U100207,2026-07,Partner / Agency,Self-serve,Mobile,Single location,1,1,1,0,0,0,0,0,0,,0.0
U100208,2026-02,Email / Lifecycle,Self-serve,Mobile,Single location,1,0,0,0,0,0,0,0,0,,0.0
U100209,2026-05,Google Search Ads,Self-serve,Desktop,Agency,1,1,0,0,0,0,0,0,0,,0.0
U100210,2026-07,Partner / Agency,Self-serve,Desktop,Single location,1,1,1,0,0,0,0,0,0,,0.0
U100211,2026-02,LinkedIn Ads,Guided setup,Mobile,Single location,1,1,1,1,1,0,0,0,1,1.5,0.0
U100212,2026-07,Email / Lifecycle,Self-serve,Desktop,Multi-location,1,1,1,1,1,0,0,0,1,7.1,0.0
U100213,2026-06,Meta Ads,Self-serve,Desktop,Agency,1,0,0,0,0,0,0,0,0,,0.0
U100214,2026-06,Email / Lifecycle,Self-serve,Desktop,Agency,1,1,1,1,1,0,0,0,1,6.6,0.0
U100215,2026-04,Google Search Ads,Self-serve,Mobile,Single location,1,1,1,0,0,0,0,0,0,,0.0
U100216,2026-03,Email / Lifecycle,Self-serve,Mobile,Agency,1,1,1,0,0,0,0,0,1,,0.0
U100217,2026-03,SEO / Organic,Self-serve,Desktop,Multi-location,1,1,1,0,0,0,0,0,0,,0.0
U100218,2026-07,Partner / Agency,Guided setup,Desktop,Single location,1,1,1,1,1,0,0,0,1,3.1,0.0
U100219,2026-06,Partner / Agency,Self-serve,Mobile,Single location,1,1,1,0,0,0,0,0,0,,0.0
U100220,2026-07,LinkedIn Ads,Guided setup,Desktop,Multi-location,1,1,1,1,1,1,1,1,1,2.1,139.54
U100221,2026-02,Google Search Ads,Self-serve,Desktop,Agency,1,1,0,0,0,0,0,0,0,,0.0
U100222,2026-05,Google Search Ads,Self-serve,Desktop,Single location,1,1,1,0,0,0,0,0,0,,0.0
U100223,2026-04,Google Search Ads,Guided setup,Desktop,Single location,1,1,1,1,0,0,0,0,0,,0.0
U100224,2026-02,Google Search Ads,Self-serve,Mobile,Single location,1,1,1,1,1,0,0,0,1,3.2,0.0
U100225,2026-06,Google Search Ads,Guided setup,Mobile,Single location,1,1,1,0,0,0,0,0,0,,0.0
U100226,2026-05,Google Search Ads,Guided setup,Desktop,Agency,1,1,1,0,0,0,0,0,0,,0.0
U100227,2026-07,Partner / Agency,Self-serve,Mobile,Single location,1,1,0,0,0,0,0,0,0,,0.0
U100228,2026-02,Email / Lifecycle,Guided setup,Mobile,Single location,1,1,1,0,0,0,0,0,0,,0.0
U100229,2026-06,Google Search Ads,Self-serve,Desktop,Agency,1,1,0,0,0,0,0,0,0,,0.0
U100230,2026-04,SEO / Organic,Guided setup,Desktop,Single location,1,1,1,0,0,0,0,0,0,,0.0
U100231,2026-06,Partner / Agency,Self-serve,Desktop,Agency,1,1,1,1,0,0,0,0,1,,0.0
U100232,2026-07,Meta Ads,Self-serve,Desktop,Multi-location,1,0,0,0,0,0,0,0,0,,0.0
U100233,2026-07,SEO / Organic,Guided setup,Mobile,Agency,1,1,1,0,0,0,0,0,0,,0.0
U100234,2026-05,Email / Lifecycle,Self-serve,Desktop,Single location,1,1,1,1,1,0,0,0,0,4.9,0.0
U100235,2026-06,Google Search Ads,Self-serve,Desktop,Single location,1,1,0,0,0,0,0,0,0,,0.0
U100236,2026-06,Meta Ads,Guided setup,Desktop,Single location,1,1,1,1,1,0,0,0,0,5.7,0.0
U100237,2026-07,Meta Ads,Self-serve,Desktop,Multi-location,1,1,0,0,0,0,0,0,0,,0.0
U100238,2026-02,Email / Lifecycle,Self-serve,Mobile,Multi-location,1,1,1,1,1,0,0,0,1,5.9,0.0
U100239,2026-02,Email / Lifecycle,Guided setup,Desktop,Single location,1,1,1,1,1,1,1,1,1,3.0,133.44
U100240,2026-07,Google Search Ads,Self-serve,Desktop,Single location,1,1,0,0,0,0,0,0,0,,0.0
U100241,2026-06,Meta Ads,Self-serve,Desktop,Single location,1,1,0,0,0,0,0,0,0,,0.0
U100242,2026-07,SEO / Organic,Guided setup,Desktop,Single location,1,1,1,0,0,0,0,0,0,,0.0
